# m x T /(n + m) log(n)
2 9.0281e-07
4 8.16978e-07
8 8.93268e-07
16 9.66375e-07
32 9.37751e-07
64 8.9481e-07
128 9.13826e-07
256 8.97824e-07
512 9.48443e-07
1024 9.4798e-07
2048 1.00417e-06
4096 9.40464e-07
8192 8.73733e-07
16384 9.24917e-07
32768 9.07821e-07
65536 9.23007e-07
131072 8.43472e-07
262144 7.45138e-07
524288 6.48499e-07
